CustomerID,Age,Annual_Income_k$,Spending_Score
157,20,58.69137413215385,53.63812569289708
158,49,60.83827871196484,50.09393203535898
159,27,58.04978640254701,48.6124448821973
160,27,56.44971600036463,49.417982567268815
161,36,55.433779142533815,52.66162313232702
162,63,51.34080586338727,59.35744036737657
163,51,50.50095349684065,44.56998344860092
164,50,60.17922927725562,53.54042319790347
165,40,57.791148674066704,52.810046544143304
166,45,54.945230766818604,45.987356464497665
167,49,55.33900829025102,46.97164076259763
168,67,59.36086802024713,49.34233939673619
169,24,51.308264305472846,48.56271882211585
170,46,56.84668560361629,47.47894715868929
171,25,51.322918606053385,51.08980234028657
172,18,56.09552381042828,47.73288119828111
173,20,52.893452657262216,51.037758868212485
174,41,48.52396995051792,43.70563064925119
175,40,51.78701976647531,49.0454353183372
176,25,56.39042090279223,56.59799358425225
177,64,58.83557043807314,49.28473314956078
178,54,54.91495693291064,45.51655238246037
179,20,54.91720673888864,48.70907932216401
180,68,56.44324127703367,46.30051075425143
181,50,57.32258821944165,56.8546168024658
182,45,54.51360982961499,51.79650943594348
183,64,58.0864177594582,48.205687501797456
184,25,56.00217204514946,50.05631492829603
185,51,55.436820792264314,46.542995152053514
186,52,55.10961283156672,52.22711606380713
187,49,61.48971150428801,54.2899895519178
188,41,64.62932468591178,46.56831737402705
189,31,58.90113648376667,50.81993037592422
190,49,64.7930964320063,46.385180175698714
191,63,51.24464975738487,47.31943459914747
192,60,45.50164956664424,47.64875206401989
193,33,51.60505552965118,50.67258145990878
194,21,56.528379187109,58.3904910677791
195,69,59.25042461924054,47.42000841894147
196,54,50.98216744576388,52.19992941384785
197,38,49.095737605898584,58.19053259687641
198,31,60.274616570646714,47.90178269701217
199,48,47.33862947670141,56.054701322985785
200,65,54.48776223976568,55.5356828344615
201,35,47.86950273945991,47.31951340931973
202,24,55.02345053804691,50.21010360256253
203,27,52.987246022893835,52.78546957702031
204,24,50.22545629146601,49.36325958578195
205,50,55.53797841980817,52.30064040644219
206,40,58.182438482413964,44.970447664585926
207,38,48.13923285797886,55.71394445408192
208,36,56.48615344132409,46.65266644803233
209,65,61.936962521402904,50.51731269110252
210,36,60.27397733848159,50.30195182834112
211,53,92.98124239379943,91.79840584970023
212,46,84.03576599913784,88.76287811270512
213,35,87.49953030478608,90.30068722941671
214,19,81.26286750680842,87.65706587921524
215,18,89.09926041078658,78.18843125876589
216,64,80.41725948618729,77.10208773648485
217,22,83.95659181684177,87.77902920689786
218,37,90.81860384282518,85.28696785060669
219,28,91.30760088537212,79.65489003625716
220,59,78.40282818015532,84.78486468725325
221,19,86.48747908759562,84.87337378512314
222,20,76.99283117729748,84.65483957115363
223,40,79.9478113489092,87.59363062903101
224,29,86.41982890188194,81.35986124011717
225,37,83.00980198698804,80.89768366964638
226,22,84.75724490010569,88.6992503005592
227,54,81.18229943861955,86.95216376031449
228,55,82.94632107484392,81.92921672498764
229,47,84.5854731983574,80.99052372598068
230,26,82.85572546075106,80.36063887121335
231,51,92.60934771966033,85.13657514951463
232,61,82.2899747606282,85.82874063069659
233,52,84.56495533423546,84.1441884209897
234,69,87.37865740106335,87.93381474563692
235,39,82.9453778901605,82.7698655435407
236,61,83.9347293575856,76.0846976646967
237,41,79.13169024978268,90.29388127417211
238,34,91.37093255943937,84.0354875661927
239,27,87.23299551605491,86.2054666650516
240,47,96.92445409610477,89.33609498681776
241,63,84.50457729850802,81.29920778692686
242,40,78.77826015506623,85.78801127327256
243,49,82.07066615962232,79.49163506864649
244,34,82.4958339872194,80.81118259387758
245,67,91.53427145532919,88.41457609601957
246,68,84.96912209295546,90.73179900323835
247,34,85.29964616704348,81.66426063190409
248,31,90.89903418547293,87.0871896242946
249,26,80.98276291837594,84.26282146964306
250,57,81.60874508700562,79.64443967083503
251,19,88.58707021722128,92.39513884951214
252,62,79.58337107805275,87.18037047812969
253,42,82.48007216545756,83.11337150116444
254,56,82.7056681970284,81.65377813775315
255,26,85.18792345696119,81.78174403761093
256,39,86.04747478211344,14.805428638758547
257,60,84.0745581938776,11.485021051289875
258,63,82.76617424213896,17.92561763749436
259,21,86.94004392549829,11.213944816897497
260,43,85.38471236466778,17.910109815373637
261,46,78.53442114814622,17.104424976079546
262,62,82.43366921680138,17.20991914082943
263,51,82.04390999787051,8.009721682258458
264,40,78.69655524283269,15.186232197622804
265,54,86.00590092380263,11.497596771272129
266,28,87.47325795785842,8.56496046944281
267,23,84.74407404031821,10.30975442633261
268,35,82.47544961002558,15.18357426464083
269,38,81.66763336540097,13.510622781506157
270,59,88.8973552914958,12.765707396774383
271,53,88.2366216325852,10.624664165814682
272,58,87.051922757817,20.583171260223246
273,55,75.42736201326186,11.91363794689114
274,51,87.23499073813072,14.213608601331233
275,34,86.43744178658069,12.66077543049365
276,54,85.33536080483418,14.397064659942865
277,42,89.5228004768082,15.985367689033644
278,55,86.30752948785255,13.404807369521247
279,29,83.11150921466015,13.324709342308948
280,40,86.52770657830698,13.369534116771346
281,59,86.12229319490945,23.037992729859358
282,39,88.37385146886082,13.737316289442234
283,38,89.65228151577345,13.419530876290152
284,44,77.10637761775943,11.095698506277222
285,48,77.75445404564748,13.638594130340664
286,23,85.07133407586527,21.49281379140289
287,44,86.26618427400793,14.15142730077803
288,57,88.21227400317514,6.43630977200127
289,51,85.9125312596785,17.985548058095173
290,29,79.27346009416333,19.429740361497835
291,62,86.31099094897691,13.391596825580978
292,24,87.45075362921169,23.79435562262855
293,27,85.70436497707867,15.961354196927042
294,62,83.22090288618178,11.708566910194719
295,34,88.2158767892354,11.684401599297427
296,43,85.27717484490144,13.150040663486747
297,38,86.8550808882851,16.292267777036855
298,45,89.01837492513582,13.024714980942885
299,63,83.95477887004996,11.209264428903033
300,19,83.27925960289302,16.46127852607856
